customer_id,segment_name,recency_days,frequency_180d,monetary_180d,ticket_count_90d,return_rate_180d,avg_discount_pct_180d
CUST00373,High-Value Unhappy,73,2.0,1612.8899999999999,0.0,0.0,0.3
CUST00374,Dormant,219,0.0,0.0,1.0,0.0,0.0
CUST00375,At-Risk,85,2.0,812.45,1.0,0.0,0.435
CUST00376,Loyal Customers,45,2.0,1345.22,0.0,0.0,0.12000000000000001
CUST00377,At-Risk,80,3.0,1386.54,0.0,0.0,0.3133333333333333
CUST00378,At-Risk,99,1.0,1622.32,0.0,0.0,0.29
CUST00379,About to Churn,75,1.0,538.25,0.0,0.0,0.11
CUST00380,Loyal Customers,39,3.0,1274.45,1.0,0.0,0.4266666666666667
CUST00381,Dormant,182,0.0,0.0,1.0,0.0,0.0
CUST00382,About to Churn,45,2.0,766.55,0.0,0.0,0.105
CUST00383,High-Value Unhappy,8,5.0,2977.2799999999997,3.0,0.2,0.21400000000000002
CUST00384,About to Churn,26,1.0,470.31,0.0,0.0,0.22
CUST00385,High-Value Unhappy,63,3.0,1877.75,3.0,0.0,0.3233333333333333
CUST00386,Loyal Customers,0,2.0,1407.4099999999999,1.0,0.0,0.29
CUST00387,Discount-Sensitive,40,1.0,721.21,0.0,0.0,0.31
CUST00388,Discount-Sensitive,37,1.0,528.39,1.0,0.0,0.37
CUST00389,High-Value Unhappy,14,5.0,3373.19,3.0,0.0,0.34400000000000003
CUST00390,High-Value Unhappy,54,2.0,1639.4299999999998,1.0,0.0,0.35
CUST00391,Loyal Customers,1,2.0,2384.79,0.0,0.0,0.16999999999999998
CUST00392,Dormant,133,1.0,716.98,0.0,0.0,0.39
CUST00393,Loyal Customers,12,2.0,2231.04,1.0,0.0,0.19
CUST00394,About to Churn,1,1.0,404.19,1.0,0.0,0.21
CUST00395,Discount-Sensitive,35,1.0,633.86,1.0,0.0,0.48
CUST00396,High-Value Unhappy,10,5.0,3031.7799999999997,1.0,0.0,0.21399999999999997
CUST00397,At-Risk,79,1.0,1203.27,4.0,0.0,0.3
CUST00398,High-Value Unhappy,8,3.0,2505.73,1.0,0.0,0.23666666666666666
CUST00399,Dormant,262,0.0,0.0,0.0,0.0,0.0
CUST00400,Discount-Sensitive,44,1.0,402.05,0.0,0.0,0.61
CUST00401,About to Churn,66,1.0,568.99,1.0,0.0,0.19
CUST00402,Dormant,132,1.0,192.19,1.0,0.0,0.28
CUST00403,Loyal Customers,21,2.0,2029.3200000000002,0.0,0.0,0.12
CUST00404,Dormant,193,0.0,0.0,2.0,0.0,0.0
CUST00405,Discount-Sensitive,2,1.0,282.03,1.0,1.0,0.5
CUST00406,Loyal Customers,10,3.0,997.27,1.0,0.0,0.3433333333333333
CUST00407,New Customers,18,1.0,1569.01,0.0,0.0,0.36
CUST00408,About to Churn,40,1.0,729.14,4.0,0.0,0.13
CUST00409,Loyal Customers,58,3.0,1404.08,3.0,0.3333333333333333,0.29
CUST00410,Loyal Customers,1,2.0,1365.22,1.0,0.0,0.22
CUST00411,Dormant,253,0.0,0.0,0.0,0.0,0.0
CUST00412,Dormant,529,0.0,0.0,0.0,0.0,0.0
CUST00413,Discount-Sensitive,26,1.0,220.96,2.0,0.0,0.48
CUST00414,New Customers,3,1.0,311.44,1.0,1.0,0.32
CUST00415,At-Risk,120,1.0,1236.13,1.0,0.0,0.21
CUST00416,Loyal Customers,28,2.0,1020.28,1.0,0.0,0.28500000000000003
CUST00417,Dormant,151,1.0,611.96,0.0,0.0,0.09
CUST00418,High-Value Unhappy,5,2.0,1919.75,1.0,0.0,0.13999999999999999
CUST00419,At-Risk,98,2.0,1795.1,0.0,0.0,0.30000000000000004
CUST00420,About to Churn,18,1.0,1380.99,1.0,0.0,0.0
CUST00421,High-Value Unhappy,0,1.0,1547.12,2.0,0.0,0.36
CUST00422,Dormant,125,1.0,664.17,0.0,0.0,0.28
CUST00423,High-Value Unhappy,135,2.0,1922.8899999999999,0.0,0.0,0.24
CUST00424,About to Churn,113,1.0,625.54,1.0,0.0,0.26
CUST00425,At-Risk,113,2.0,1502.44,0.0,0.0,0.195
CUST00426,Discount-Sensitive,77,1.0,718.2,0.0,0.0,0.35
CUST00427,Discount-Sensitive,1,2.0,331.53,1.0,0.5,0.41500000000000004
CUST00428,At-Risk,74,2.0,810.98,1.0,0.0,0.32
CUST00429,Discount-Sensitive,6,1.0,432.48,1.0,0.0,0.26
CUST00430,Champions,22,3.0,2369.81,0.0,0.0,0.2833333333333333
CUST00431,Dormant,154,2.0,903.65,0.0,0.0,0.435
CUST00432,At-Risk,112,2.0,2306.14,0.0,0.0,0.18000000000000002
CUST00433,Loyal Customers,36,2.0,1032.26,4.0,0.0,0.43500000000000005
CUST00434,Dormant,293,0.0,0.0,0.0,0.0,0.0
CUST00435,Dormant,200,0.0,0.0,1.0,0.0,0.0
CUST00436,Loyal Customers,49,3.0,2100.42,0.0,0.0,0.24
CUST00437,Dormant,151,1.0,729.22,0.0,0.0,0.25
CUST00438,High-Value Unhappy,64,3.0,2466.39,3.0,1.0,0.16
CUST00439,About to Churn,119,1.0,501.55,1.0,0.0,0.41
CUST00440,Discount-Sensitive,64,1.0,325.03,1.0,0.0,0.56
CUST00441,Dormant,211,0.0,0.0,1.0,0.0,0.0
CUST00442,At-Risk,69,3.0,1148.99,1.0,0.0,0.38666666666666666
CUST00443,Dormant,265,0.0,0.0,0.0,0.0,0.0
CUST00444,Dormant,232,0.0,0.0,0.0,0.0,0.0
CUST00445,Discount-Sensitive,26,1.0,1594.8,0.0,0.0,0.43
CUST00446,Discount-Sensitive,26,1.0,521.16,0.0,0.0,0.33
CUST00447,High-Value Unhappy,36,6.0,2647.85,2.0,0.16666666666666666,0.38999999999999996
CUST00448,Dormant,136,1.0,678.51,3.0,0.0,0.39
CUST00449,Dormant,209,0.0,0.0,0.0,0.0,0.0
CUST00450,About to Churn,44,1.0,862.9,0.0,0.0,0.24
CUST00451,High-Value Unhappy,29,2.0,2306.23,2.0,0.0,0.17
CUST00452,Dormant,256,0.0,0.0,1.0,0.0,0.0
CUST00453,High-Value Unhappy,17,4.0,3032.93,1.0,0.0,0.28500000000000003
CUST00454,High-Value Unhappy,13,3.0,1507.7800000000002,2.0,0.0,0.17333333333333334
CUST00455,Dormant,273,0.0,0.0,1.0,0.0,0.0
CUST00456,Dormant,147,1.0,1052.09,1.0,0.0,0.06
CUST00457,Dormant,321,0.0,0.0,0.0,0.0,0.0
CUST00458,Loyal Customers,4,2.0,1371.81,0.0,0.0,0.4
CUST00459,Dormant,237,0.0,0.0,2.0,0.0,0.0
CUST00460,High-Value Unhappy,19,5.0,3252.95,1.0,0.2,0.316
CUST00461,Dormant,194,0.0,0.0,0.0,0.0,0.0
CUST00462,Discount-Sensitive,35,1.0,744.65,1.0,0.0,0.64
CUST00463,High-Value Unhappy,29,4.0,5048.68,0.0,0.0,0.2525
CUST00464,High-Value Unhappy,106,3.0,1513.01,3.0,0.0,0.35666666666666663
CUST00465,Dormant,177,1.0,1298.74,0.0,0.0,0.37
CUST00466,High-Value Unhappy,25,5.0,3048.0099999999998,2.0,0.2,0.36
CUST00467,About to Churn,3,1.0,487.76,0.0,0.0,0.22
CUST00468,Dormant,198,0.0,0.0,1.0,0.0,0.0
CUST00469,High-Value Unhappy,19,3.0,1886.95,0.0,0.0,0.4533333333333333
CUST00470,Dormant,166,1.0,218.29,2.0,0.0,0.51
CUST00471,Dormant,126,1.0,307.23,0.0,0.0,0.49
CUST00472,At-Risk,114,1.0,1728.07,0.0,0.0,0.04
CUST00473,Dormant,121,2.0,1291.76,2.0,0.5,0.30000000000000004
CUST00474,High-Value Unhappy,22,3.0,1652.35,1.0,0.3333333333333333,0.24333333333333332
CUST00475,Loyal Customers,39,2.0,822.8699999999999,0.0,0.0,0.145
CUST00476,Dormant,140,1.0,335.33,3.0,0.0,0.63
CUST00477,Loyal Customers,60,2.0,1480.1599999999999,0.0,0.0,0.465
CUST00478,Loyal Customers,31,2.0,862.04,0.0,0.0,0.395
CUST00479,Dormant,269,0.0,0.0,1.0,0.0,0.0
CUST00480,Dormant,148,1.0,491.6,0.0,0.0,0.24
CUST00481,Loyal Customers,43,2.0,934.12,0.0,0.0,0.19
CUST00482,Discount-Sensitive,32,1.0,961.86,0.0,0.0,0.39
CUST00483,At-Risk,107,2.0,1258.46,1.0,0.0,0.29000000000000004
CUST00484,High-Value Unhappy,62,2.0,1741.75,3.0,0.0,0.15
CUST00485,Dormant,228,0.0,0.0,2.0,0.0,0.0
CUST00486,About to Churn,44,1.0,810.16,0.0,0.0,0.05
CUST00487,Discount-Sensitive,29,1.0,617.91,6.0,0.0,0.32
CUST00488,Dormant,217,0.0,0.0,0.0,0.0,0.0
CUST00489,Dormant,210,0.0,0.0,0.0,0.0,0.0
CUST00490,About to Churn,7,1.0,557.54,1.0,1.0,0.13
CUST00491,About to Churn,97,1.0,540.89,1.0,1.0,0.24
CUST00492,Discount-Sensitive,61,1.0,509.57,1.0,0.0,0.45
CUST00493,High-Value Unhappy,108,2.0,1757.06,1.0,0.5,0.28500000000000003
CUST00494,About to Churn,11,1.0,660.15,0.0,0.0,0.15
CUST00495,Loyal Customers,45,2.0,2001.5900000000001,0.0,0.0,0.32
CUST00496,Discount-Sensitive,35,1.0,1586.18,0.0,0.0,0.43
CUST00497,High-Value Unhappy,159,1.0,1724.62,0.0,0.0,0.14
CUST00498,Loyal Customers,24,2.0,970.31,0.0,0.0,0.14500000000000002
CUST00499,About to Churn,18,1.0,1553.47,1.0,0.0,0.02
CUST00500,Loyal Customers,43,2.0,2352.5,0.0,0.0,0.22499999999999998
CUST00501,High-Value Unhappy,20,4.0,2834.75,1.0,0.0,0.1825
CUST00502,Loyal Customers,17,2.0,1615.2400000000002,0.0,0.0,0.475
CUST00503,High-Value Unhappy,48,3.0,2246.7,3.0,0.0,0.3
CUST00504,New Customers,15,1.0,1602.01,0.0,0.0,0.2
CUST00505,Dormant,125,1.0,1027.23,0.0,0.0,0.21
CUST00506,High-Value Unhappy,38,3.0,2912.1,4.0,0.0,0.24
CUST00507,At-Risk,120,1.0,2716.4,0.0,0.0,0.31
CUST00508,Dormant,148,1.0,717.51,0.0,0.0,0.13
CUST00509,Discount-Sensitive,21,1.0,954.21,0.0,0.0,0.36
CUST00510,Dormant,162,1.0,531.36,1.0,0.0,0.18
CUST00511,Loyal Customers,5,2.0,1447.75,1.0,0.0,0.20500000000000002
CUST00512,Champions,16,4.0,2468.63,1.0,0.0,0.2025
CUST00513,High-Value Unhappy,27,4.0,2536.83,3.0,0.0,0.2225
CUST00514,At-Risk,93,1.0,1687.55,0.0,0.0,0.2
CUST00515,High-Value Unhappy,6,2.0,1540.13,1.0,0.0,0.3
CUST00516,New Customers,27,1.0,623.59,0.0,0.0,0.19
CUST00517,About to Churn,59,1.0,612.95,2.0,0.0,0.19
CUST00518,New Customers,23,1.0,226.9,0.0,0.0,0.12
CUST00519,Discount-Sensitive,81,1.0,412.42,0.0,0.0,0.33
CUST00520,About to Churn,2,1.0,503.98,0.0,0.0,0.1
CUST00521,High-Value Unhappy,42,6.0,2945.06,1.0,0.0,0.3416666666666666
CUST00522,Dormant,462,0.0,0.0,0.0,0.0,0.0
CUST00523,Discount-Sensitive,29,1.0,921.24,1.0,0.0,0.54
CUST00524,Discount-Sensitive,11,1.0,1453.6,2.0,0.0,0.3
CUST00525,Dormant,220,0.0,0.0,0.0,0.0,0.0
CUST00526,Discount-Sensitive,2,1.0,1131.41,0.0,0.0,0.38
CUST00527,High-Value Unhappy,113,1.0,1920.65,0.0,0.0,0.32
CUST00528,Discount-Sensitive,14,1.0,556.1,0.0,0.0,0.45
CUST00529,At-Risk,63,1.0,1129.52,1.0,0.0,0.24
CUST00530,Loyal Customers,57,2.0,1840.55,0.0,0.0,0.19
CUST00531,Discount-Sensitive,43,2.0,648.41,1.0,0.0,0.48
CUST00532,About to Churn,118,1.0,880.45,1.0,0.0,0.38
CUST00533,Discount-Sensitive,4,1.0,149.0,1.0,0.0,0.56
CUST00534,At-Risk,74,2.0,1020.2,1.0,0.0,0.1
CUST00535,Dormant,138,1.0,192.93,0.0,0.0,0.49
CUST00536,High-Value Unhappy,55,4.0,4432.75,0.0,0.0,0.1825
CUST00537,Discount-Sensitive,2,1.0,447.58,0.0,0.0,0.32
CUST00538,At-Risk,70,2.0,1306.09,0.0,0.0,0.145
CUST00539,High-Value Unhappy,65,3.0,4301.82,3.0,0.0,0.20666666666666667
CUST00540,Discount-Sensitive,56,2.0,718.0699999999999,3.0,0.0,0.265
CUST00541,Dormant,132,4.0,2894.17,1.0,0.0,0.33999999999999997
CUST00542,Discount-Sensitive,54,1.0,576.88,0.0,0.0,0.3
CUST00543,Dormant,197,0.0,0.0,0.0,0.0,0.0
CUST00544,About to Churn,85,1.0,757.57,0.0,0.0,0.06
CUST00545,Discount-Sensitive,1,1.0,603.57,1.0,0.0,0.35
CUST00546,Loyal Customers,3,2.0,2127.37,0.0,0.0,0.305
CUST00547,About to Churn,39,1.0,1001.24,1.0,1.0,0.12
CUST00548,Dormant,165,1.0,858.7,0.0,0.0,0.28
CUST00549,Dormant,132,2.0,1035.57,1.0,0.0,0.35
CUST00550,Discount-Sensitive,11,1.0,525.8,0.0,0.0,0.42
CUST00551,About to Churn,25,1.0,470.34,0.0,0.0,0.05
CUST00552,About to Churn,4,1.0,567.45,0.0,0.0,0.16
CUST00553,Dormant,293,0.0,0.0,0.0,0.0,0.0
CUST00554,Discount-Sensitive,7,2.0,750.5799999999999,0.0,0.0,0.44999999999999996
CUST00555,Loyal Customers,45,2.0,1122.75,2.0,0.0,0.135
CUST00556,Discount-Sensitive,26,1.0,936.16,1.0,0.0,0.25
CUST00557,Loyal Customers,16,2.0,977.03,1.0,0.0,0.2
CUST00558,Dormant,399,0.0,0.0,0.0,0.0,0.0
CUST00559,About to Churn,1,1.0,469.57,0.0,0.0,0.22
CUST00560,Dormant,231,0.0,0.0,0.0,0.0,0.0
CUST00561,Discount-Sensitive,4,1.0,256.33,1.0,0.0,0.35
CUST00562,Dormant,259,0.0,0.0,2.0,0.0,0.0
CUST00563,About to Churn,105,1.0,463.49,0.0,0.0,0.23
CUST00564,Dormant,130,1.0,584.7,3.0,0.0,0.15
CUST00565,About to Churn,39,1.0,275.55,0.0,0.0,0.11
CUST00566,Discount-Sensitive,22,1.0,657.76,0.0,0.0,0.32
CUST00567,High-Value Unhappy,3,2.0,1674.78,1.0,0.0,0.28
CUST00568,Discount-Sensitive,34,1.0,482.12,0.0,0.0,0.38
CUST00569,About to Churn,113,1.0,430.0,0.0,0.0,0.38
CUST00570,Dormant,168,1.0,976.72,1.0,1.0,0.11
CUST00571,Discount-Sensitive,32,1.0,598.14,1.0,1.0,0.28
CUST00572,Loyal Customers,51,4.0,2434.63,0.0,0.0,0.28
CUST00573,High-Value Unhappy,125,3.0,1879.54,1.0,0.0,0.3233333333333333
CUST00574,High-Value Unhappy,5,6.0,5505.6900000000005,1.0,0.0,0.215
CUST00575,Discount-Sensitive,83,1.0,548.72,1.0,0.0,0.3
CUST00576,Discount-Sensitive,46,1.0,470.46,0.0,0.0,0.31
CUST00577,At-Risk,72,2.0,1058.36,1.0,0.0,0.18000000000000002
CUST00578,Dormant,376,0.0,0.0,0.0,0.0,0.0
CUST00579,New Customers,10,1.0,301.68,0.0,0.0,0.39
CUST00580,About to Churn,74,1.0,713.84,0.0,0.0,0.14
CUST00581,High-Value Unhappy,76,2.0,1527.79,0.0,0.0,0.185
CUST00582,Dormant,286,0.0,0.0,1.0,0.0,0.0
CUST00583,Dormant,263,0.0,0.0,1.0,0.0,0.0
CUST00584,Discount-Sensitive,83,1.0,591.05,0.0,0.0,0.3
CUST00585,At-Risk,113,2.0,967.27,2.0,0.0,0.265
CUST00586,Dormant,128,1.0,371.62,2.0,0.0,0.26
CUST00587,New Customers,18,1.0,275.79,0.0,0.0,0.52
CUST00588,About to Churn,76,1.0,649.95,0.0,0.0,0.19
CUST00589,Discount-Sensitive,71,1.0,479.6,1.0,0.0,0.38
CUST00590,Dormant,140,1.0,515.92,2.0,0.0,0.31
CUST00591,Discount-Sensitive,69,1.0,865.39,1.0,0.0,0.41
CUST00592,Discount-Sensitive,20,1.0,627.36,0.0,0.0,0.4
CUST00593,High-Value Unhappy,29,4.0,2441.1699999999996,1.0,0.0,0.2925
CUST00594,About to Churn,91,1.0,448.78,0.0,0.0,0.5
CUST00595,Loyal Customers,20,3.0,1431.75,0.0,0.0,0.3633333333333333
CUST00596,Discount-Sensitive,50,1.0,503.66,3.0,0.0,0.48
CUST00597,Discount-Sensitive,52,1.0,1256.0,2.0,0.0,0.35
CUST00598,About to Churn,7,1.0,545.96,0.0,0.0,0.23
CUST00599,High-Value Unhappy,169,2.0,2008.7400000000002,1.0,0.0,0.095
CUST00600,Dormant,263,0.0,0.0,0.0,0.0,0.0
CUST00601,About to Churn,70,1.0,537.85,0.0,0.0,0.04
CUST00602,About to Churn,91,1.0,171.18,0.0,0.0,0.57
CUST00603,High-Value Unhappy,10,6.0,3515.31,4.0,0.0,0.3383333333333334
CUST00604,About to Churn,90,1.0,761.72,0.0,0.0,0.18
CUST00605,Dormant,160,2.0,1049.15,2.0,0.0,0.135
CUST00606,About to Churn,120,1.0,240.15,0.0,0.0,0.24
CUST00607,Dormant,249,0.0,0.0,0.0,0.0,0.0
CUST00608,Loyal Customers,27,2.0,1397.1,1.0,0.0,0.36
CUST00609,High-Value Unhappy,6,5.0,4581.16,2.0,0.0,0.40599999999999997
CUST00610,High-Value Unhappy,22,3.0,3213.04,2.0,0.3333333333333333,0.34
CUST00611,Dormant,235,0.0,0.0,3.0,0.0,0.0
CUST00612,High-Value Unhappy,48,2.0,2120.98,0.0,0.0,0.35
CUST00613,High-Value Unhappy,4,4.0,2969.31,2.0,0.0,0.435
CUST00614,Dormant,196,0.0,0.0,0.0,0.0,0.0
CUST00615,About to Churn,34,1.0,446.03,1.0,1.0,0.17
CUST00616,Loyal Customers,36,2.0,1139.9099999999999,1.0,0.0,0.16499999999999998
CUST00617,High-Value Unhappy,14,6.0,4116.99,5.0,0.0,0.385
CUST00618,At-Risk,92,2.0,1570.53,0.0,0.0,0.21500000000000002
CUST00619,Loyal Customers,2,2.0,925.3600000000001,0.0,0.0,0.21500000000000002
CUST00620,Discount-Sensitive,90,1.0,449.48,1.0,0.0,0.26
CUST00621,About to Churn,92,1.0,348.53,0.0,0.0,0.29
CUST00622,Dormant,180,1.0,1369.13,0.0,0.0,0.18
CUST00623,High-Value Unhappy,108,4.0,1945.71,2.0,0.25,0.3225
CUST00624,Dormant,232,0.0,0.0,0.0,0.0,0.0
CUST00625,At-Risk,66,3.0,1716.26,0.0,0.0,0.38666666666666666
CUST00626,Loyal Customers,9,2.0,1214.38,1.0,0.0,0.23
CUST00627,Discount-Sensitive,75,1.0,403.11,1.0,0.0,0.28
CUST00628,Discount-Sensitive,59,1.0,232.57,2.0,0.0,0.58
CUST00629,Discount-Sensitive,44,1.0,442.4,0.0,0.0,0.42
CUST00630,At-Risk,93,2.0,1967.63,0.0,0.0,0.28500000000000003
CUST00631,At-Risk,68,3.0,1238.87,2.0,0.0,0.49
CUST00632,At-Risk,61,1.0,1078.63,0.0,0.0,0.45
CUST00633,About to Churn,33,1.0,1619.36,0.0,0.0,0.17
CUST00634,At-Risk,118,2.0,727.14,2.0,0.0,0.23
CUST00635,Dormant,134,1.0,1016.46,0.0,0.0,0.35
CUST00636,At-Risk,72,2.0,2158.95,0.0,0.0,0.195
CUST00637,Discount-Sensitive,60,1.0,928.75,1.0,0.0,0.56
CUST00638,Dormant,173,1.0,300.91,0.0,0.0,0.33
CUST00639,Dormant,369,0.0,0.0,0.0,0.0,0.0
CUST00640,Dormant,130,1.0,641.86,0.0,0.0,0.28
CUST00641,High-Value Unhappy,35,3.0,1518.18,1.0,0.0,0.3033333333333333
CUST00642,Champions,18,3.0,1654.45,0.0,0.0,0.4066666666666667
CUST00643,Dormant,155,1.0,1091.34,0.0,0.0,0.26
CUST00644,At-Risk,78,2.0,715.36,0.0,0.0,0.28500000000000003
CUST00645,Dormant,252,0.0,0.0,2.0,0.0,0.0
CUST00646,About to Churn,117,1.0,624.08,1.0,0.0,0.07
CUST00647,About to Churn,64,1.0,507.52,1.0,0.0,0.13
CUST00648,About to Churn,31,1.0,1298.17,0.0,0.0,0.13
CUST00649,Dormant,124,1.0,364.41,4.0,0.0,0.34
CUST00650,Loyal Customers,59,2.0,2193.25,0.0,0.0,0.345
CUST00651,Loyal Customers,34,2.0,2189.98,0.0,0.0,0.395
CUST00652,At-Risk,75,2.0,2138.43,0.0,0.0,0.505
CUST00653,Loyal Customers,32,2.0,2037.83,0.0,0.0,0.235
CUST00654,High-Value Unhappy,8,4.0,4671.99,2.0,0.5,0.11
CUST00655,About to Churn,79,1.0,631.53,0.0,0.0,0.11
CUST00656,At-Risk,67,2.0,1360.96,1.0,0.0,0.24
CUST00657,At-Risk,63,2.0,674.97,1.0,0.5,0.38
CUST00658,Dormant,219,0.0,0.0,1.0,0.0,0.0
CUST00659,Discount-Sensitive,16,1.0,883.27,0.0,0.0,0.37
CUST00660,About to Churn,43,1.0,573.43,0.0,0.0,0.16
CUST00661,Dormant,180,1.0,415.44,1.0,0.0,0.44
CUST00662,Dormant,124,1.0,852.96,0.0,0.0,0.27
CUST00663,High-Value Unhappy,64,3.0,1861.8999999999999,2.0,0.0,0.39999999999999997
CUST00664,New Customers,20,1.0,237.27,1.0,0.0,0.34
CUST00665,High-Value Unhappy,35,3.0,1936.8,2.0,0.3333333333333333,0.23666666666666666
CUST00666,Discount-Sensitive,3,1.0,540.99,1.0,0.0,0.32
CUST00667,Loyal Customers,25,2.0,1406.34,2.0,0.5,0.22
CUST00668,Loyal Customers,42,2.0,952.4100000000001,0.0,0.0,0.16
CUST00669,Loyal Customers,57,3.0,2774.7599999999998,0.0,0.0,0.24333333333333332
CUST00670,Dormant,242,0.0,0.0,1.0,0.0,0.0
CUST00671,Champions,2,3.0,2568.33,1.0,0.0,0.34
CUST00672,Dormant,141,1.0,434.37,0.0,0.0,0.47
CUST00673,At-Risk,118,1.0,1297.2,0.0,0.0,0.36
CUST00674,Loyal Customers,56,5.0,2521.51,0.0,0.0,0.28
CUST00675,Dormant,130,2.0,4218.15,0.0,0.0,0.235
CUST00676,Discount-Sensitive,6,1.0,714.17,1.0,0.0,0.4
CUST00677,Discount-Sensitive,6,1.0,291.61,0.0,0.0,0.36
CUST00678,Dormant,196,0.0,0.0,0.0,0.0,0.0
CUST00679,High-Value Unhappy,83,3.0,2474.75,2.0,0.0,0.33666666666666667
CUST00680,Dormant,215,0.0,0.0,0.0,0.0,0.0
CUST00681,Dormant,211,0.0,0.0,1.0,0.0,0.0
CUST00682,New Customers,19,1.0,1238.23,1.0,0.0,0.17
CUST00683,High-Value Unhappy,0,3.0,3422.7,2.0,0.0,0.25
CUST00684,Dormant,140,1.0,547.13,1.0,0.0,0.34
CUST00685,New Customers,2,1.0,1158.09,0.0,0.0,0.44
CUST00686,Dormant,127,1.0,318.48,0.0,0.0,0.31
CUST00687,At-Risk,117,3.0,2804.77,0.0,0.0,0.31
CUST00688,High-Value Unhappy,13,4.0,2214.44,1.0,0.25,0.265
CUST00689,At-Risk,70,4.0,4514.3099999999995,0.0,0.0,0.1
CUST00690,Champions,4,3.0,3098.92,1.0,0.0,0.30333333333333334
CUST00691,At-Risk,61,2.0,1222.65,0.0,0.0,0.52
CUST00692,Discount-Sensitive,58,1.0,269.14,0.0,0.0,0.48
CUST00693,Dormant,147,1.0,804.56,2.0,0.0,0.27
CUST00694,About to Churn,74,1.0,345.14,0.0,0.0,0.23
CUST00695,Dormant,198,0.0,0.0,1.0,0.0,0.0
CUST00696,Discount-Sensitive,40,2.0,796.1500000000001,1.0,0.0,0.315
CUST00697,Dormant,247,0.0,0.0,1.0,0.0,0.0
CUST00698,High-Value Unhappy,14,3.0,2572.7200000000003,4.0,0.3333333333333333,0.27
CUST00699,Loyal Customers,47,4.0,2191.5099999999998,0.0,0.0,0.3825
CUST00700,About to Churn,49,1.0,345.91,0.0,0.0,0.22
CUST00701,Dormant,122,1.0,892.63,1.0,0.0,0.0
CUST00702,About to Churn,77,1.0,357.55,2.0,0.0,0.11
CUST00703,About to Churn,104,1.0,360.06,0.0,0.0,0.31
CUST00704,Loyal Customers,22,2.0,1084.3400000000001,1.0,0.0,0.345
CUST00705,About to Churn,12,1.0,872.61,1.0,1.0,0.0
CUST00706,New Customers,2,1.0,439.07,0.0,0.0,0.33
CUST00707,Dormant,189,0.0,0.0,2.0,0.0,0.0
CUST00708,High-Value Unhappy,45,4.0,2683.09,1.0,0.0,0.305
CUST00709,Dormant,129,1.0,1966.47,0.0,0.0,0.13
CUST00710,High-Value Unhappy,16,4.0,2426.17,2.0,0.0,0.275
CUST00711,High-Value Unhappy,19,5.0,4117.05,2.0,0.0,0.41600000000000004
CUST00712,About to Churn,4,1.0,676.24,1.0,0.0,0.2
CUST00713,High-Value Unhappy,3,4.0,3625.93,3.0,0.25,0.31
CUST00714,Loyal Customers,40,3.0,1036.94,1.0,0.3333333333333333,0.49666666666666665
CUST00715,Loyal Customers,25,3.0,954.63,0.0,0.0,0.5166666666666666
CUST00716,Loyal Customers,6,3.0,1449.24,1.0,0.0,0.29
CUST00717,New Customers,0,1.0,884.85,0.0,0.0,0.31
CUST00718,About to Churn,117,1.0,348.64,0.0,0.0,0.2
CUST00719,Dormant,168,1.0,461.68,1.0,0.0,0.41
CUST00720,Dormant,291,0.0,0.0,2.0,0.0,0.0
CUST00721,New Customers,14,1.0,1856.99,0.0,0.0,0.1
CUST00722,New Customers,30,1.0,256.54,1.0,1.0,0.6
CUST00723,About to Churn,69,1.0,546.81,0.0,0.0,0.1
CUST00724,Loyal Customers,8,2.0,1014.94,0.0,0.0,0.12
CUST00725,Dormant,141,2.0,950.51,0.0,0.0,0.39
CUST00726,High-Value Unhappy,98,4.0,4849.51,4.0,0.25,0.33999999999999997
CUST00727,High-Value Unhappy,8,4.0,2696.01,1.0,0.25,0.3425
CUST00728,About to Churn,66,1.0,396.38,1.0,1.0,0.22
CUST00729,Dormant,140,1.0,1324.83,0.0,0.0,0.38
CUST00730,Dormant,232,0.0,0.0,0.0,0.0,0.0
CUST00731,Dormant,136,1.0,433.67,0.0,0.0,0.42
CUST00732,About to Churn,6,1.0,402.61,1.0,0.0,0.13
CUST00733,Discount-Sensitive,66,1.0,376.53,0.0,0.0,0.31
CUST00734,High-Value Unhappy,89,2.0,2020.81,2.0,0.0,0.38
CUST00735,Loyal Customers,12,2.0,1244.28,1.0,0.0,0.42000000000000004
CUST00736,At-Risk,66,3.0,1727.68,0.0,0.0,0.35333333333333333
CUST00737,About to Churn,24,1.0,872.88,0.0,0.0,0.16
CUST00738,About to Churn,78,1.0,545.24,1.0,1.0,0.18
CUST00739,New Customers,24,1.0,1047.95,0.0,0.0,0.27
CUST00740,Dormant,261,0.0,0.0,1.0,0.0,0.0
CUST00741,Dormant,225,0.0,0.0,0.0,0.0,0.0
CUST00742,Discount-Sensitive,49,1.0,441.54,0.0,0.0,0.47
CUST00743,Discount-Sensitive,1,1.0,1124.66,1.0,0.0,0.4
CUST00744,At-Risk,65,2.0,1108.58,0.0,0.0,0.14
CUST00745,New Customers,1,1.0,1077.53,0.0,0.0,0.28
CUST00746,Dormant,177,1.0,352.33,0.0,0.0,0.53
CUST00747,New Customers,11,1.0,1123.87,1.0,0.0,0.31
CUST00748,Loyal Customers,58,3.0,2603.35,1.0,0.0,0.12333333333333334
CUST00749,Discount-Sensitive,11,1.0,872.34,0.0,0.0,0.41
CUST00750,Loyal Customers,49,2.0,962.3000000000001,0.0,0.0,0.39
